text,dict_syn
First,"['clip', 'sentence', 'clock_time', 'metre', 'time']"
She felt insecure because he made her,"['feel', 'flavour', 'look', 'tactile_property', 'tone', 'feeling', 'flavor']"
She felt insecure because he made her feel that,"['manner', 'means', 'path', 'fashion', 'way_of_life', 'agency']"
She felt insecure because he made her feel that way right from the,"['starting_time', 'start', 'get-go', 'beginning', 'scratch_line', 'starting']"
Her continuing to say she feels,"['crazy', 'loony', 'looney', 'nutcase', 'weirdo']"
Her continuing to say she feels crazy or she doesn’t want to sound crazy is giving he was a narcissist…. I hope she gets her,"['assurance', 'self-assurance', 'confidence', 'self-confidence', 'authority', 'sureness', 'trust']"
Her continuing to say she feels crazy or she doesn’t want to sound crazy is giving he was a narcissist…. I hope she gets her confidence and,"['independence', 'independency', 'Independence']"
Her continuing to say she feels crazy or she doesn’t want to sound crazy is giving he was a narcissist…. I hope she gets her confidence and independence back. My,"['mettle', 'substance', 'fondness']"
Her continuing to say she feels crazy or she doesn’t want to sound crazy is giving he was a narcissist…. I hope she gets her confidence and independence back. My heart,"['breach', 'respite', 'falling_out', 'happy_chance', 'suspension', 'faulting']"
Same,"['crap', 'dirt', 'shit', 'shite', 'poop', 'turd']"
Same shite.,"['snake_god', 'zombi_spirit', 'living_dead', 'zombie_spirit', 'zombi', 'automaton']"
Same shite. Zombies is so dead now its such a,"['shame', 'disgrace', 'ignominy', 'pity']"
Same shite. Zombies is so dead now its such a shame. No,"['thing', 'matter', 'issue']"
Same shite. Zombies is so dead now its such a shame. No matter how many cool videos,"['milo', 'milo_maize']"
Same shite. Zombies is so dead now its such a shame. No matter how many cool videos milo makes. Its dead as,['screwing']
You can tell Theo is so nervous with Katt and he wants to do good!! He’s like a little,"['male_child', 'boy', 'son']"
You can tell Theo is so nervous with Katt and he wants to do good!! He’s like a little boy learning from a,"['wise', 'Wise', 'Stephen_Samuel_Wise', 'Isaac_Mayer_Wise']"
You can tell Theo is so nervous with Katt and he wants to do good!! He’s like a little boy learning from a wise,"['gentleman', 'human_beings', 'human', 'adult_male', 'humans']"
No,"['way', 'elbow_room', 'room', 'fashion', 'direction', 'agency']"
No way you stay in Theos podcast and not break,"['fibre', 'role', 'character_reference', 'quality', 'fiber', 'theatrical_role', 'type', 'case']"
No way you stay in Theos podcast and not break character Never seen Katt in an,"['interview', 'consultation', 'audience']"
No way you stay in Theos podcast and not break character Never seen Katt in an interview geniunely laugh multiple,"['meter', 'multiplication', 'prison_term']"
No way you stay in Theos podcast and not break character Never seen Katt in an interview geniunely laugh multiple times in a,"['twosome', 'bridge', 'yoke', 'dyad', 'straddle']"
No way you stay in Theos podcast and not break character Never seen Katt in an interview geniunely laugh multiple times in a span of 2,['hour']
Ok yall,"['rate', 'charge_per_unit', 'pace']"
lmao average soft Fox News,"['witness', 'spectator', 'viewer', 'looker', 'security_guard']"
This was super helpful,['thanks']
Katt is talking so slow you’ve got to watch it on 2x,"['fastness', 'velocity', 'stop_number', 'amphetamine', 'f_number', 'speeding']"
"Maybe he doesnt understand what ""er <mask"" means?","['caput', 'head']"
"Maybe he doesnt understand what ""er capit""","['mean', 'substance', 'agency', 'means', 'mean_value']"
11:12 Say what again,"['Brother', 'crony', 'pal', 'sidekick', 'chum']"
This. Girl. YOU were the,"['wizard', 'ace', 'hotshot', 'maven', 'whizz']"
Do you think Theo really believes its a Katt,['statue']
This is the chillest,"['pod', 'cod', 'seedcase', 'seedpod', 'fuel_pod']"
This is the chillest pod,"['cast_of_characters', 'stamp', 'form', 'plaster_bandage', 'hurl', 'plaster_cast']"
This is the chillest pod cast Ive seen in a,"['while', 'piece', 'spell', 'patch']"
This is the chillest pod cast Ive seen in a while and Im only 10,"['Fukkianese', 'Taiwanese']"
Hell yeah its about,"['time', 'fourth_dimension', 'sentence', 'prison_term', 'clock_time']"
I used up all my anytime,"['moment', 'hour', 'minutes', 'proceedings']"
@kennethpowers8995 The turbo didn’t come with the,"['machine', 'auto', 'motorcar']"
@kennethpowers8995 The turbo didn’t come with the car they bought it from Precision as a reman,"['building_block', 'whole', 'unit_of_measurement']"
@kennethpowers8995 The turbo didn’t come with the car they bought it from Precision as a reman unit paid $700 for it which was the,"['Mary_Leontyne_Price', 'monetary_value', 'cost', 'price', 'toll']"
@kennethpowers8995 The turbo didn’t come with the car they bought it from Precision as a reman unit paid $700 for it which was the price listed at the Precision,"['booth', 'cubicle', 'stall', 'kiosk', 'Booth', 'John_Wilkes_Booth']"
How plugged in does Druski have to be for him to have known Katt knew who Theo was. He said so on his,"['episode', 'installment', 'instalment']"
Weve been eating good these past few,"['days', 'year', 'age', 'eld', 'old_age']"
Thats awesome Theo von is a professional cuz I know,"['He', 'helium', 'he']"
You can do everything on that,"['list', 'listing', 'tilt', 'inclination', 'lean', 'leaning']"
You can do everything on that list of yours in 2025 with no fn,"['sudor', 'swither', 'lather', 'travail', 'exertion']"
You can do everything on that list of yours in 2025 with no fn sweat and your biggest,"['problem', 'job', 'trouble']"
You can do everything on that list of yours in 2025 with no fn sweat and your biggest problem in 2026 is... i got<mask> have a new list,"['tantalum', 'Ta', 'atomic_number_73']"
You can do everything on that,"['list', 'listing', 'tilt', 'inclination', 'lean', 'leaning']"
When he posted that,"['dissolution', 'breakup', 'separation', 'detachment']"
When he,"['stake', 'Emily_Post', 'position', 'station', 'Charles_William_Post', 'Emily_Price_Post']"
When he posted that breakup post it shows he had no,"['consideration', 'circumstance', 'condition', 'considerateness', 'thoughtfulness', 'retainer']"
When he posted that breakup post it shows he had no consideration for her and her,"['opinion', 'feelings', 'belief', 'tactual_sensation', 'intuitive_feeling']"
When he,"['Charles_William_Post', 'Emily_Price_Post', 'military_post', 'berth', 'Wiley_Post', 'Emily_Post']"
When he posted that breakup post it shows he had no consideration for her and her feelings. He clearly was ready to move on. He could’ve made the post a,"['week', 'hebdomad', 'workweek', 'calendar_week']"
When he posted that breakup post it shows he had no consideration for her and her,"['flavour', 'look', 'tactile_property', 'tone', 'spirit', 'feel', 'feeling']"
When he posted that breakup post it shows he had no consideration for her and her feelings. He clearly was ready to move on. He could’ve made the post a week later. Rachel he’s ugly anyways you’re stunning don’t feel bad for feeling,['emotion']
When he posted that breakup post it shows he had no consideration for her and her feelings. He clearly was ready to move on. He could’ve made the post a week later. Rachel he’s ugly anyways you’re stunning don’t feel bad for feeling emotions I’m always a,"['messiness', 'hole', 'mint', 'hatful', 'muddle']"
When he posted that breakup post it shows he had no consideration for her and her feelings. He clearly was ready to move on. He could’ve made the post a week later. Rachel he’s ugly anyways you’re stunning don’t feel bad for feeling emotions I’m always a mess around my bf and he comforts me because he knows I am emotional. You deserve a real,"['piece', 'military_man', 'military_personnel', 'serviceman', 'Isle_of_Man']"
Villainizing,"['Man', 'human_being', 'humankind', 'piece', 'man']"
Villainizing men without hearing their,"['incline', 'side_of_meat', 'face', 'side', 'position', 'slope']"
Villainizing men without hearing their side is wild. Not surprising considering how social,"['sensitive', 'medium', 'spiritualist', 'culture_medium', 'metier']"
Villainizing men without hearing their side is wild. Not surprising considering how social media constantly caters to y’all at our,"['expense', 'disbursal', 'disbursement']"
Just a GOAT hangin around a GOAT! Appreciate you both a,"['short_ton', 'ton', 'net_ton', 'long_ton', 'gross_ton']"
Him saying he was at 200,"['pushup', 'press-up']"
Him saying he was at 200,"['pushup', 'press-up']"
Him saying he was at 200 pushups is just absolutely unbelievable. He 100% did not do 200 pushup. It’s little,"['human_race', 'military_man', ""gentleman's_gentleman"", 'humankind', 'Isle_of_Man', 'serviceman', 'adult_male', 'piece', 'humans']"
Him saying he was at 200 pushups is just absolutely unbelievable. He 100% did not do 200 pushup. It’s little man’s,['syndrome']
Wait a,"['min', 'bit', 'minute', 'hour', 'moment', 'minute_of_arc', 'arcminute']"
Wait a minute.... did Katt just say that he was promised that he wont have to worry about dying? Did he sell his,"['someone', 'individual', 'mortal', 'psyche', 'person', 'soul']"
00:00:00 -,"['innovation', 'origination', 'launching', 'intro', 'creation', 'intromission', 'debut']"
00:00:00 - Introduction to Kat Williams 00:04:30 -,"['belief', 'impression', 'feeling', 'notion', 'opinion']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 -,"['prison_term', 'clip', 'clock_time', 'time', 'sentence', 'metre', 'fourth_dimension']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 -,['overview']
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 -,"['injury', 'hurt', 'harm', 'trauma', 'accidental_injury', 'wound', 'combat_injury']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 -,"['childhood', 'puerility']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming,"['remembering', 'memory_board', 'memory', 'retentivity']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 -,"['impact', 'wallop', 'impingement', 'encroachment', 'shock']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural,"['position', 'view', 'perspective', 'linear_perspective']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating,"['jitteriness', 'jumpiness', 'nervousness', 'restiveness', 'nerves']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and,"['liveliness', 'animation', 'lifespan', 'sprightliness', 'biography']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an,['experience']
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a,"['sentence', 'conviction', 'judgment_of_conviction', 'condemnation', 'prison_term', 'time']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New,"['venture', 'speculation']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 -,"['labor', 'task', 'project']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 -,"['lesson', 'example', 'deterrent_example', 'object_lesson', 'moral']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 -,['Hollywood']
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark,"['military_unit', 'forcefulness', 'force', 'personnel', 'violence', 'force-out', 'military_force', 'power', 'effect', 'force_play', 'strength']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark Forces Explained 01:35:15 -,"['music', 'euphony', 'medicine']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark Forces Explained 01:35:15 - Musics Role in Comedy 01:40:18 -,"['get_together', 'encounter', 'confluence', 'group_meeting', 'meeting', 'coming_together']"
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark Forces Explained 01:35:15 - Musics Role in Comedy 01:40:18 - Meeting Shaquille ONeal 01:46:03 -,['prince']
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark Forces Explained 01:35:15 - Musics Role in Comedy 01:40:18 - Meeting Shaquille ONeal 01:46:03 - Princes Love for Jam Sessions 01:51:46 - Navigating Success and Love 01:56:35 -,['cloning']
00:00:00 - Introduction to Kat Williams 00:04:30 - Beliefs About Heaven 00:09:14 - Time and Lifes Adventures 00:17:34 - Overview of the New Tour 00:22:52 - Injury and Recovery Stories 00:29:53 - Childhood Swimming Memories 00:36:04 - Impact of Natural Disasters 00:40:04 - Cultural Perspectives on Ethnicity 00:46:10 - Navigating Nervousness and Risk 00:50:30 - Life as an Experience Not a Sentence 00:57:20 - New Ventures: Military Base Purchase 01:01:53 - Projects in the Works 01:07:33 - Navigating Relationships and Marriage 01:12:50 - The Unique Qualities of Black Women 01:17:38 - The Role of Rituals in Entertainment 01:21:48 - Lessons from Childhood Reading 01:27:51 - Hollywoods Dark Forces Explained 01:35:15 - Musics Role in Comedy 01:40:18 - Meeting Shaquille ONeal 01:46:03 - Princes Love for Jam Sessions 01:51:46 - Navigating Success and Love 01:56:35 - Cloning and Its,"['implication', 'logical_implication', 'conditional_relation', 'deduction', 'significance']"
